SavingsSource,Status,Amount,Backdated?,Diff,Created At,Confirmed At,Running Total
Independent,Outgoing,210000.0,True,5,2015-02-10,2015-02-05,-525000.0
GroupLoan,Incoming,10000.0,True,1,2015-02-10,2015-02-09,-515000.0
GroupLoan,Incoming,10000.0,True,1,2015-02-17,2015-02-16,-505000.0
GroupLoan,Incoming,10000.0,True,8,2015-03-03,2015-02-23,-495000.0
GroupLoan,Incoming,10000.0,True,10,2015-03-12,2015-03-02,-485000.0
GroupLoan,Incoming,10000.0,True,11,2015-03-20,2015-03-09,-475000.0
GroupLoan,Incoming,10000.0,True,11,2015-03-27,2015-03-16,-465000.0
GroupLoan,Incoming,10000.0,True,9,2015-04-01,2015-03-23,-455000.0
GroupLoan,Incoming,10000.0,True,8,2015-04-07,2015-03-30,-445000.0
GroupLoan,Incoming,10000.0,True,3,2015-04-09,2015-04-06,-435000.0
GroupLoan,Incoming,10000.0,True,1,2015-04-14,2015-04-13,-425000.0
GroupLoan,Incoming,10000.0,True,3,2015-04-23,2015-04-20,-415000.0
GroupLoan,Incoming,10000.0,True,8,2015-05-05,2015-04-27,-405000.0
GroupLoan,Incoming,10000.0,True,4,2015-05-08,2015-05-04,-395000.0
GroupLoan,Incoming,10000.0,True,4,2015-05-15,2015-05-11,-385000.0
GroupLoan,Incoming,10000.0,True,2,2015-05-20,2015-05-18,-375000.0
GroupLoan,Incoming,10000.0,True,1,2015-05-26,2015-05-25,-365000.0
GroupLoan,Incoming,10000.0,True,2,2015-06-03,2015-06-01,-355000.0
Independent,Outgoing,160000.0,True,1,2015-06-05,2015-06-04,-515000.0
GroupLoan,Incoming,10000.0,True,1,2015-06-09,2015-06-08,-505000.0
GroupLoan,Incoming,10000.0,True,1,2015-06-23,2015-06-22,-495000.0
GroupLoan,Incoming,20000.0,True,1,2015-06-30,2015-06-29,-475000.0
