SavingsSource,Status,Amount,Backdated?,Diff,Created At,Confirmed At,Running Total
GroupLoan,Incoming,15000.0,True,74,2014-09-02,2014-06-20,15000.0
GroupLoan,Incoming,15000.0,True,67,2014-09-02,2014-06-27,30000.0
GroupLoan,Incoming,15000.0,True,60,2014-09-02,2014-07-04,45000.0
GroupLoan,Incoming,15000.0,True,53,2014-09-02,2014-07-11,60000.0
GroupLoan,Incoming,15000.0,True,46,2014-09-02,2014-07-18,75000.0
GroupLoan,Incoming,15000.0,True,25,2014-09-02,2014-08-08,90000.0
GroupLoan,Incoming,15000.0,True,18,2014-09-02,2014-08-15,105000.0
Independent,Outgoing,100000.0,True,31,2014-09-19,2014-08-19,5000.0
GroupLoan,Incoming,15000.0,True,11,2014-09-02,2014-08-22,20000.0
GroupLoan,Incoming,5000.0,True,4,2014-09-02,2014-08-29,25000.0
GroupLoan,Incoming,15000.0,True,27,2014-10-02,2014-09-05,40000.0
GroupLoan,Incoming,5000.0,True,20,2014-10-02,2014-09-12,45000.0
GroupLoan,Incoming,5000.0,True,13,2014-10-02,2014-09-19,50000.0
GroupLoan,Incoming,5000.0,True,6,2014-10-02,2014-09-26,55000.0
GroupLoan,Incoming,5000.0,True,3,2014-10-06,2014-10-03,60000.0
GroupLoan,Incoming,5000.0,True,3,2014-10-13,2014-10-10,65000.0
GroupLoan,Incoming,5000.0,True,3,2014-10-20,2014-10-17,70000.0
GroupLoan,Incoming,5000.0,True,3,2014-10-27,2014-10-24,75000.0
GroupLoan,Incoming,5000.0,True,3,2014-11-03,2014-10-31,80000.0
Independent,Outgoing,80000.0,True,74,2015-01-20,2014-11-07,0.0
Independent,Outgoing,80000.0,True,3,2014-11-10,2014-11-07,-80000.0
GroupLoan,Incoming,5000.0,True,3,2014-11-17,2014-11-14,-75000.0
GroupLoan,Incoming,5000.0,True,3,2014-11-24,2014-11-21,-70000.0
GroupLoan,Incoming,5000.0,True,3,2014-12-01,2014-11-28,-65000.0
GroupLoan,Incoming,5000.0,True,3,2014-12-08,2014-12-05,-60000.0
GroupLoan,Incoming,5000.0,True,3,2014-12-15,2014-12-12,-55000.0
GroupLoan,Incoming,5000.0,True,4,2014-12-23,2014-12-19,-50000.0
GroupLoan,Incoming,5000.0,True,3,2015-01-12,2015-01-09,-45000.0
GroupLoan,Incoming,10000.0,True,4,2015-01-20,2015-01-16,-35000.0
Independent,Outgoing,45000.0,True,1,2015-01-21,2015-01-20,-80000.0
GroupLoan,Incoming,10000.0,True,19,2015-04-01,2015-03-13,-70000.0
GroupLoan,Incoming,10000.0,True,12,2015-04-01,2015-03-20,-60000.0
GroupLoan,Incoming,10000.0,True,11,2015-04-07,2015-03-27,-50000.0
GroupLoan,Incoming,10000.0,True,4,2015-04-14,2015-04-10,-40000.0
GroupLoan,Incoming,10000.0,True,5,2015-04-22,2015-04-17,-30000.0
GroupLoan,Incoming,10000.0,True,10,2015-05-04,2015-04-24,-20000.0
GroupLoan,Incoming,10000.0,True,5,2015-05-20,2015-05-15,-10000.0
GroupLoan,Incoming,10000.0,True,3,2015-05-25,2015-05-22,0.0
Independent,Outgoing,50000.0,True,2,2015-05-27,2015-05-25,-50000.0
GroupLoan,Incoming,10000.0,True,5,2015-06-03,2015-05-29,-40000.0
GroupLoan,Incoming,10000.0,True,3,2015-06-22,2015-06-19,-30000.0
GroupLoan,Incoming,10000.0,True,3,2015-06-29,2015-06-26,-20000.0
