SavingsSource,Status,Amount,Backdated?,Diff,Created At,Confirmed At,Running Total
GroupLoan,Incoming,70000.0,True,2,2015-02-04,2015-02-02,-300000.0
GroupLoan,Incoming,70000.0,True,1,2015-02-10,2015-02-09,-230000.0
GroupLoan,Incoming,70000.0,True,1,2015-02-17,2015-02-16,-160000.0
GroupLoan,Incoming,70000.0,True,8,2015-03-03,2015-02-23,-90000.0
GroupLoan,Incoming,70000.0,True,10,2015-03-12,2015-03-02,-20000.0
GroupLoan,Incoming,70000.0,True,11,2015-03-20,2015-03-09,50000.0
GroupLoan,Incoming,70000.0,True,11,2015-03-27,2015-03-16,120000.0
Independent,Outgoing,300000.0,True,22,2015-04-14,2015-03-23,-180000.0
GroupLoan,Incoming,70000.0,True,9,2015-04-01,2015-03-23,-110000.0
GroupLoan,Incoming,70000.0,True,8,2015-04-07,2015-03-30,-40000.0
GroupLoan,Incoming,120000.0,True,3,2015-04-09,2015-04-06,80000.0
GroupLoan,Incoming,120000.0,True,1,2015-04-14,2015-04-13,200000.0
GroupLoan,Incoming,70000.0,True,3,2015-04-23,2015-04-20,270000.0
GroupLoan,Incoming,70000.0,True,8,2015-05-05,2015-04-27,340000.0
GroupLoan,Incoming,120000.0,True,4,2015-05-08,2015-05-04,460000.0
GroupLoan,Incoming,70000.0,True,4,2015-05-15,2015-05-11,530000.0
Independent,Outgoing,1000000.0,True,8,2015-05-20,2015-05-12,-470000.0
GroupLoan,Incoming,85000.0,True,1,2015-05-26,2015-05-25,-385000.0
GroupLoan,Incoming,80000.0,True,2,2015-06-03,2015-06-01,-305000.0
GroupLoan,Incoming,80000.0,True,1,2015-06-09,2015-06-08,-225000.0
Independent,Outgoing,770000.0,True,1,2015-06-11,2015-06-10,-995000.0
GroupLoan,Incoming,40000.0,True,1,2015-06-23,2015-06-22,-955000.0
GroupLoan,Incoming,40000.0,True,1,2015-06-30,2015-06-29,-915000.0
