SavingsSource,Status,Amount,Backdated?,Diff,Created At,Confirmed At,Running Total
GroupLoan,Incoming,5000.0,True,135,2014-08-29,2014-04-16,5000.0
GroupLoan,Incoming,5000.0,True,128,2014-08-29,2014-04-23,10000.0
GroupLoan,Incoming,5000.0,True,121,2014-08-29,2014-04-30,15000.0
GroupLoan,Incoming,5000.0,True,114,2014-08-29,2014-05-07,20000.0
GroupLoan,Incoming,5000.0,True,107,2014-08-29,2014-05-14,25000.0
GroupLoan,Incoming,5000.0,True,93,2014-08-29,2014-05-28,30000.0
GroupLoan,Incoming,5000.0,True,86,2014-08-29,2014-06-04,35000.0
GroupLoan,Incoming,5000.0,True,79,2014-08-29,2014-06-11,40000.0
GroupLoan,Incoming,10000.0,True,72,2014-08-29,2014-06-18,50000.0
GroupLoan,Incoming,10000.0,True,65,2014-08-29,2014-06-25,60000.0
GroupLoan,Incoming,5000.0,True,58,2014-08-29,2014-07-02,65000.0
GroupLoan,Incoming,10000.0,True,44,2014-08-29,2014-07-16,75000.0
GroupLoan,Incoming,10000.0,True,23,2014-08-29,2014-08-06,85000.0
GroupLoan,Incoming,10000.0,True,9,2014-08-29,2014-08-20,95000.0
GroupLoan,Incoming,10000.0,True,29,2014-10-02,2014-09-03,105000.0
GroupLoan,Incoming,5000.0,True,15,2014-10-02,2014-09-17,110000.0
GroupLoan,Incoming,10000.0,True,8,2014-10-02,2014-09-24,120000.0
Independent,Outgoing,110000.0,True,138,2015-02-16,2014-10-01,10000.0
Independent,Outgoing,110000.0,True,2,2014-10-03,2014-10-01,-100000.0
GroupLoan,Incoming,10000.0,True,5,2014-11-10,2014-11-05,-90000.0
GroupLoan,Incoming,10000.0,True,1,2014-11-13,2014-11-12,-80000.0
GroupLoan,Incoming,10000.0,True,1,2014-11-20,2014-11-19,-70000.0
GroupLoan,Incoming,10000.0,True,1,2014-11-27,2014-11-26,-60000.0
GroupLoan,Incoming,10000.0,True,1,2014-12-11,2014-12-10,-50000.0
GroupLoan,Incoming,10000.0,True,1,2014-12-18,2014-12-17,-40000.0
GroupLoan,Incoming,10000.0,True,5,2014-12-29,2014-12-24,-30000.0
GroupLoan,Incoming,10000.0,True,2,2015-01-09,2015-01-07,-20000.0
GroupLoan,Incoming,10000.0,True,5,2015-01-19,2015-01-14,-10000.0
GroupLoan,Incoming,10000.0,True,9,2015-01-30,2015-01-21,0.0
GroupLoan,Incoming,10000.0,True,2,2015-01-30,2015-01-28,10000.0
GroupLoan,Incoming,10000.0,True,1,2015-02-05,2015-02-04,20000.0
Independent,Outgoing,120000.0,True,1,2015-02-17,2015-02-16,-100000.0
GroupLoan,Incoming,10000.0,True,9,2015-02-27,2015-02-18,-90000.0
GroupLoan,Incoming,10000.0,True,14,2015-03-18,2015-03-04,-80000.0
Independent,Outgoing,20000.0,True,34,2015-04-14,2015-03-11,-100000.0
GroupLoan,Incoming,10000.0,True,8,2015-04-02,2015-03-25,-90000.0
GroupLoan,Incoming,10000.0,True,7,2015-04-08,2015-04-01,-80000.0
GroupLoan,Incoming,10000.0,True,2,2015-04-10,2015-04-08,-70000.0
GroupLoan,Incoming,10000.0,True,5,2015-04-20,2015-04-15,-60000.0
